User Type,Previous Page Path,Landing Page,Pageviews,Time on Page
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,1
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,231
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,10
NV,/school-structure/junior-college/,/borivali/,1,0
NV,/school-structure/junior-college/,/borivali/admissions/,1,1
NV,/school-structure/junior-college/,/borivali/admissions/,1,0
NV,/school-structure/junior-college/,/oshiwara/admissions/,1,0
NV,/school-structure/junior-college/,/,1,19
NV,/school-structure/junior-college/,/,1,47
NV,/school-structure/junior-college/,/borivali/,1,390
NV,/school-structure/junior-college/,/borivali/,1,74
NV,/school-structure/junior-college/,/borivali/,1,0
RV,/school-structure/junior-college/,/borivali/,1,15
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,12
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,58
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,91
NV,/school-structure/junior-college/,/oshiwara/admissions/,1,0
NV,/school-structure/junior-college/,/,1,6
RV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,2
NV,/school-structure/junior-college/,/,1,79
RV,/school-structure/junior-college/,/milestones/,1,0
NV,/school-structure/junior-college/,/borivali/igcse-school-results/,1,1777
NV,/school-structure/junior-college/,/borivali/,1,64
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/,1,54
NV,/school-structure/junior-college/,/,1,62
RV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/,1,21
NV,/school-structure/junior-college/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,0
NV,/school-structure/junior-college/,/borivali/,1,161
NV,/school-structure/junior-college/,/borivali/,1,37
RV,/school-structure/junior-college/,/borivali/admissions/,1,0
NV,/school-structure/junior-college/,/borivali/admissions/,1,12
NV,/school-structure/junior-college/,/borivali/admissions/,1,30
NV,/school-structure/junior-college/,/borivali/careers/,1,179
NV,/school-structure/junior-college/,/parel/,1,0
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
RV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,21
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,872
NV,/school-structure/junior-college/,/,1,7
RV,/school-structure/junior-college/,/columbia-business-school/,1,0
NV,/school-structure/junior-college/,/oshiwara/,1,19
NV,/school-structure/junior-college/,/parel/,1,525
NV,/school-structure/junior-college/,/columbia-business-school/cbs-enquiry/,1,0
NV,/school-structure/junior-college/,/columbia-business-school/cbs-enquiry/,2,0
RV,/school-structure/junior-college/,/columbia-business-school/cbs-enquiry/,1,0
RV,/school-structure/junior-college/,/,1,16
RV,/school-structure/junior-college/,/,1,196
RV,/school-structure/junior-college/,/,1,35
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/borivali/,1,270
RV,/school-structure/junior-college/,/borivali/admissions/,1,2
NV,/school-structure/junior-college/,/parel/,1,109
RV,/school-structure/junior-college/,/parel/ibdp-programme/?rel=whats-new,1,0
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,20
RV,/school-structure/junior-college/,/,1,112
NV,/school-structure/junior-college/,/,1,57
NV,/school-structure/junior-college/,/,1,1
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,85
NV,/school-structure/junior-college/,/,1,54
NV,/school-structure/junior-college/,/,1,93
NV,/school-structure/junior-college/,/,1,33
NV,/school-structure/junior-college/,/,1,47
NV,/school-structure/junior-college/,/blog/choose-a-good-school-for-your-child/,1,33
NV,/school-structure/junior-college/,/borivali/,1,13
NV,/school-structure/junior-college/,/columbia-business-school/cbs-enquiry/,1,16
RV,/school-structure/junior-college/,/jbcn-education/about-us/,1,15
NV,/school-structure/junior-college/,/oshiwara/,1,4
NV,/school-structure/junior-college/,/parel/,1,6
NV,/school-structure/junior-college/,/parel/,1,81
NV,/school-structure/junior-college/,/parel/,1,0
NV,/school-structure/junior-college/,/parel/,1,34
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,54
NV,/school-structure/junior-college/,/,1,130
RV,/school-structure/junior-college/,/ib-western-heads-meet/,1,14
NV,/school-structure/junior-college/,/parel/,1,4
NV,/school-structure/junior-college/,/parel/,1,67
RV,/school-structure/junior-college/,/parel/contact-us/,1,28
NV,/school-structure/junior-college/,/,1,20
NV,/school-structure/junior-college/,/,1,7
RV,/school-structure/junior-college/,/ib-western-heads-meet/,1,7
RV,/school-structure/junior-college/,/jbcn-education/chairperson/,1,0
NV,/school-structure/junior-college/,/oshiwara/contact/,1,6
NV,/school-structure/junior-college/,/parel/,1,1
RV,/school-structure/junior-college/,/ib-western-heads-meet/,1,9
NV,/school-structure/junior-college/,/parel/ibdp-programme/note-from-management/,1,23
NV,/school-structure/junior-college/,/,1,57
NV,/school-structure/junior-college/,/borivali/,1,17
RV,/school-structure/junior-college/,/ib-western-heads-meet/,1,13
NV,/school-structure/junior-college/,/parel/ibdp-programme/note-from-management/,1,76
NV,/school-structure/junior-college/,/,1,5
RV,/school-structure/junior-college/,/parel/,1,7
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/,1,6
NV,/school-structure/junior-college/,/,1,28
NV,/school-structure/junior-college/,/,1,14
NV,/school-structure/junior-college/,/,1,17
RV,/school-structure/junior-college/,/,1,239
NV,/school-structure/junior-college/,/contact-us/,1,0
NV,/school-structure/junior-college/,/oshiwara/,1,17
NV,/school-structure/junior-college/,/parel/,1,51
NV,/school-structure/junior-college/,/,1,39
NV,/school-structure/junior-college/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,43
NV,/school-structure/junior-college/,/borivali/,1,26
RV,/school-structure/junior-college/,/jbcn-education/about-us/,1,14
RV,/school-structure/junior-college/,/,1,54
NV,/school-structure/junior-college/,/parel/,1,541
RV,/school-structure/junior-college/,/,1,20
NV,/school-structure/junior-college/,/,1,16
NV,/school-structure/junior-college/,/borivali/,1,45
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,13
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/borivali/,1,74
RV,/school-structure/junior-college/,/oshiwara/,1,0
NV,/school-structure/junior-college/,/parel/,1,49
NV,/school-structure/junior-college/,/,1,36
RV,/school-structure/junior-college/,/,1,23
NV,/school-structure/junior-college/,/oshiwara/,1,4
RV,/school-structure/junior-college/,/oshiwara/,1,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,14
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,12
NV,/school-structure/junior-college/,/,1,158
NV,/school-structure/junior-college/,/,1,29
RV,/school-structure/junior-college/,/oshiwara/,1,0
RV,/school-structure/junior-college/,/oshiwara/admissions/,1,86
RV,/school-structure/junior-college/,/parel/ibdp-programme/?rel=whats-new,1,58
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,249
RV,/school-structure/junior-college/,/oshiwara/,1,26
NV,/school-structure/junior-college/,/oshiwara/,2,26
RV,/school-structure/junior-college/,/oshiwara/learning/assessment/,1,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,23
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,68
RV,/school-structure/junior-college/,/oshiwara/contact/,1,2
RV,/school-structure/junior-college/,/,1,24
NV,/school-structure/junior-college/,/oshiwara/,1,113
RV,/school-structure/junior-college/,/,1,27
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,7
NV,/school-structure/junior-college/,/,1,1
RV,/school-structure/junior-college/,/,1,256
RV,/school-structure/junior-college/,/borivali/,1,66
NV,/school-structure/junior-college/,/parel/,1,15
NV,/school-structure/junior-college/,/parel/,1,14
NV,/school-structure/junior-college/,/parel/,1,48
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
RV,/school-structure/junior-college/,/jbcn-education/about-us/,2,1012
NV,/school-structure/junior-college/,/,1,39
NV,/school-structure/junior-college/,/,1,0
RV,/school-structure/junior-college/,/learning-at-jbcn/learning-beyond-the-classroom/,1,112
RV,/school-structure/junior-college/,/parel/,1,0
NV,/school-structure/junior-college/,/parel/,1,6
NV,/school-structure/junior-college/,/parel/,2,56
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,14
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
NV,/school-structure/junior-college/,/parel/careers/,1,112
NV,/school-structure/junior-college/,/parel/ibdp-programme/note-from-management/,1,2
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
NV,/school-structure/junior-college/,/parel/,1,21
NV,/school-structure/junior-college/,/,1,5
RV,/school-structure/junior-college/,/jbcn-education/about-us/,1,0
RV,/school-structure/junior-college/,/ib-western-heads-meet/,1,0
RV,/school-structure/junior-college/,/parel/ibdp-programme/scholarship/,1,6
RV,/school-structure/junior-college/,/parel/,1,7
NV,/school-structure/junior-college/,/,1,7
NV,/school-structure/junior-college/,/,1,9
NV,/school-structure/junior-college/,/borivali/,1,626
NV,/school-structure/junior-college/,/oshiwara/careers/,1,48
NV,/school-structure/junior-college/,/oshiwara/ibdp-programme/admissions/,1,2
NV,/school-structure/junior-college/,/parel/,1,59
NV,/school-structure/junior-college/,/,1,13
NV,/school-structure/junior-college/,/,1,211
RV,/school-structure/junior-college/,/,1,7
NV,/school-structure/junior-college/,/borivali/,1,380
RV,/school-structure/junior-college/,/borivali/,1,72
NV,/school-structure/junior-college/,/borivali/,1,23
NV,/school-structure/junior-college/,/borivali/admissions/,1,46
NV,/school-structure/junior-college/,/borivali/admissions/,1,1498
RV,/school-structure/junior-college/,/jbcn-education/about-us/,1,19
RV,/school-structure/junior-college/,/milestones/,1,9
RV,/school-structure/junior-college/,/parel/,1,16
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,18
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,16
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,56
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,2,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
RV,/school-structure/junior-college/,/school-structure/junior-college/,1,0
NV,/school-structure/junior-college/,/school-structure/junior-college/,3,22
NV,/school-structure/junior-college/,/school-structure/junior-college/,1,94
NV,/school-structure/junior-college/,/,1,58
RV,/school-structure/junior-college/,/,1,72
NV,/school-structure/junior-college/,/parel/admissions/,2,32
NV,/school-structure/junior-college/,/,1,3
NV,/school-structure/junior-college/,/,1,34
NV,/school-structure/junior-college/,/borivali/,1,1
NV,/school-structure/junior-college/,/,1,0
NV,/school-structure/junior-college/,/,1,26
NV,/school-structure/junior-college/,/,1,2
NV,/school-structure/junior-college/,/,1,13
RV,/school-structure/junior-college/,/,1,12
RV,/school-structure/junior-college/,/,1,4
RV,/school-structure/junior-college/,/,1,100
NV,/school-structure/junior-college/,/borivali/,1,11
NV,/school-structure/junior-college/,/borivali/,2,0
NV,/school-structure/junior-college/,/borivali/,1,36
NV,/school-structure/junior-college/,/oshiwara/,1,49
RV,/school-structure/junior-college/,/oshiwara/admissions/,1,49
NV,/school-structure/junior-college/,/parel/,1,17
NV,/school-structure/junior-college/,/parel/,1,10
NV,/school-structure/junior-college/,/parel/admissions/,1,2
NV,/school-structure/junior-college/,/parel/learning/methodology/,1,0
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,23
RV,/school-structure/pre-primary-school/,/,1,1133
NV,/school-structure/pre-primary-school/,/,3,0
NV,/school-structure/pre-primary-school/,/,1,0
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,973
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,16
NV,/school-structure/pre-primary-school/,/,1,12
NV,/school-structure/pre-primary-school/,/,1,36
RV,/school-structure/pre-primary-school/,/oshiwara/contact/,1,31
RV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,5
NV,/school-structure/pre-primary-school/,/,1,38
NV,/school-structure/pre-primary-school/,/,1,30
NV,/school-structure/pre-primary-school/,/borivali/,1,1
NV,/school-structure/pre-primary-school/,/borivali/,1,9
NV,/school-structure/pre-primary-school/,/borivali/life-at-jbcn/co-curricular-activity/,1,1
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,30
NV,/school-structure/pre-primary-school/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,23
NV,/school-structure/pre-primary-school/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,0
RV,/school-structure/pre-primary-school/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,88
NV,/school-structure/pre-primary-school/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,107
NV,/school-structure/pre-primary-school/,/borivali/,1,9
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,13
RV,/school-structure/pre-primary-school/,/borivali/,1,13
NV,/school-structure/pre-primary-school/,/borivali/,4,0
RV,/school-structure/pre-primary-school/,/borivali/,1,41
NV,/school-structure/pre-primary-school/,/borivali/,1,7
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,48
NV,/school-structure/pre-primary-school/,/borivali/life-at-jbcn/co-curricular-activity/,2,30
NV,/school-structure/pre-primary-school/,/columbia-business-school/campaign-student/,1,4
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,5
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,50
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,14
NV,/school-structure/pre-primary-school/,/,1,1
RV,/school-structure/pre-primary-school/,/,1,14
NV,/school-structure/pre-primary-school/,/,1,5
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,2,0
NV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,2,0
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,85
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,0
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,0
RV,/school-structure/pre-primary-school/,/borivali/admissions/,1,0
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,19
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,137
RV,/school-structure/pre-primary-school/,/,1,64
NV,/school-structure/pre-primary-school/,/,1,145
NV,/school-structure/pre-primary-school/,/,1,46
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,16
NV,/school-structure/pre-primary-school/,/borivali-school/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,3,0
NV,/school-structure/pre-primary-school/,/borivali/,1,356
NV,/school-structure/pre-primary-school/,/borivali/,1,578
NV,/school-structure/pre-primary-school/,/media-blog/borivali-school-ranks-6th-times-education-award/,1,0
NV,/school-structure/pre-primary-school/,/borivali/admissions/pre-primary-school-structure/,1,0
NV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,0
NV,/school-structure/pre-primary-school/,/,1,2
RV,/school-structure/pre-primary-school/,/career/,1,2
RV,/school-structure/pre-primary-school/,/,1,0
RV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/,1,23
NV,/school-structure/pre-primary-school/,/jbcn-education/board-members/,1,0
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,5
NV,/school-structure/pre-primary-school/,/borivali/,1,45
RV,/school-structure/pre-primary-school/,/borivali/,1,1
RV,/school-structure/pre-primary-school/,/borivali/,1,25
RV,/school-structure/pre-primary-school/,/borivali/,1,60
RV,/school-structure/pre-primary-school/,/,1,2
RV,/school-structure/pre-primary-school/,/,1,6
RV,/school-structure/pre-primary-school/,/,1,1086
NV,/school-structure/pre-primary-school/,/,1,18
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/blog/how-to-become-an-ib-igcse-teacher-in-india/,1,1034
RV,/school-structure/pre-primary-school/,/borivali/,1,464
NV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/careers/,1,0
RV,/school-structure/pre-primary-school/,/career/,1,0
RV,/school-structure/pre-primary-school/,/career/,1,15
RV,/school-structure/pre-primary-school/,/jbcn-education/chairperson/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,617
NV,/school-structure/pre-primary-school/,/columbia-business-school/cbs-enquiry/?fbclid=IwAR037TiKsubyYXqxM1VAOICkMS_e_wIZvEuq8TYhgc71yaJOGSwv_ROT_5E,1,0
NV,/school-structure/pre-primary-school/,/columbia-business-school/campaign-student/,1,4
RV,/school-structure/pre-primary-school/,/,1,125
NV,/school-structure/pre-primary-school/,/,1,52
NV,/school-structure/pre-primary-school/,/,1,69
NV,/school-structure/pre-primary-school/,/,1,32
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,24
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,5
RV,/school-structure/pre-primary-school/,/borivali/careers/,1,6
RV,/school-structure/pre-primary-school/,/career/,1,53
RV,/school-structure/pre-primary-school/,/jbcn-education/about-us/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,159
NV,/school-structure/pre-primary-school/,/parel/contact-us/,2,0
NV,/school-structure/pre-primary-school/,/parel/contact-us/,1,22
NV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,0
NV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,55
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,33
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,22
NV,/school-structure/pre-primary-school/,/,1,3
NV,/school-structure/pre-primary-school/,/,1,0
RV,/school-structure/pre-primary-school/,/,1,9
NV,/school-structure/pre-primary-school/,/,1,23
NV,/school-structure/pre-primary-school/,/,1,37
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,104
NV,/school-structure/pre-primary-school/,/jbcn-education/about-us/,1,0
NV,/school-structure/pre-primary-school/,/jbcn-education/about-us/,2,31
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,17
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,0
NV,/school-structure/pre-primary-school/,/parel/admissions/parel-admissions/,1,4
NV,/school-structure/pre-primary-school/,/,1,26
RV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,95
NV,/school-structure/pre-primary-school/,/oshiwara/,1,48
NV,/school-structure/pre-primary-school/,/parel/,1,0
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,8
NV,/school-structure/pre-primary-school/,/,1,28
NV,/school-structure/pre-primary-school/,/oshiwara/,1,20
NV,/school-structure/pre-primary-school/,/oshiwara/contact/,1,5
RV,/school-structure/pre-primary-school/,/parel/,1,17
NV,/school-structure/pre-primary-school/,/parel/,1,26
NV,/school-structure/pre-primary-school/,/parel/,1,84
NV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,34
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,1
NV,/school-structure/pre-primary-school/,/,1,5
NV,/school-structure/pre-primary-school/,/borivali-school/,1,1
NV,/school-structure/pre-primary-school/,/,1,0
RV,/school-structure/pre-primary-school/,/,1,2
NV,/school-structure/pre-primary-school/,/,1,8
NV,/school-structure/pre-primary-school/,/borivali/,1,16
RV,/school-structure/pre-primary-school/,/jbcn-education/about-us/,1,12
NV,/school-structure/pre-primary-school/,/,1,10
NV,/school-structure/pre-primary-school/,/,1,23
RV,/school-structure/pre-primary-school/,/,1,32
RV,/school-structure/pre-primary-school/,/parel/,1,20
NV,/school-structure/pre-primary-school/,/parel/,1,45
RV,/school-structure/pre-primary-school/,/parel/,1,76
RV,/school-structure/pre-primary-school/,/parel/,1,7
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,26
NV,/school-structure/pre-primary-school/,/,1,33
NV,/school-structure/pre-primary-school/,/,1,16
NV,/school-structure/pre-primary-school/,/,1,41
NV,/school-structure/pre-primary-school/,/,1,15
NV,/school-structure/pre-primary-school/,/borivali/,1,12
NV,/school-structure/pre-primary-school/,/oshiwara/,1,48
RV,/school-structure/pre-primary-school/,/oshiwara/life-at-jbcn/nurturing-at-jbcn/,1,43
NV,/school-structure/pre-primary-school/,/parel/,1,127
NV,/school-structure/pre-primary-school/,/parel/,1,49
NV,/school-structure/pre-primary-school/,/parel/learning/structure/pre-primary-school/,1,24
NV,/school-structure/pre-primary-school/,/,1,11
RV,/school-structure/pre-primary-school/,/,1,8
RV,/school-structure/pre-primary-school/,/jbcn-education/about-us/,1,2
RV,/school-structure/pre-primary-school/,/,1,83
NV,/school-structure/pre-primary-school/,/,1,14
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,0
NV,/school-structure/pre-primary-school/,/,1,8
NV,/school-structure/pre-primary-school/,/,1,14
RV,/school-structure/pre-primary-school/,/,1,12
RV,/school-structure/pre-primary-school/,/,1,10
RV,/school-structure/pre-primary-school/,/oshiwara/,1,18
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,65
RV,/school-structure/pre-primary-school/,/parel/,1,267
NV,/school-structure/pre-primary-school/,/,1,46
RV,/school-structure/pre-primary-school/,/,1,39
RV,/school-structure/pre-primary-school/,/,1,31
NV,/school-structure/pre-primary-school/,/,1,45
NV,/school-structure/pre-primary-school/,/blog/a-glimpse-into-the-jbcn-class-room/,1,31
RV,/school-structure/pre-primary-school/,/borivali/,1,138
NV,/school-structure/pre-primary-school/,/borivali/admissions/pinky-dalal/,1,302
RV,/school-structure/pre-primary-school/,/borivali/life-at-jbcn/nurturing-at-jbcn/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,28
NV,/school-structure/pre-primary-school/,/oshiwara/admissions/,1,0
RV,/school-structure/pre-primary-school/,/oshiwara/contact/,1,3
RV,/school-structure/pre-primary-school/,/parel/,1,54
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,625
NV,/school-structure/pre-primary-school/,/parel/careers/,1,52
RV,/school-structure/pre-primary-school/,/oshiwara/,1,55
NV,/school-structure/pre-primary-school/,/,1,0
RV,/school-structure/pre-primary-school/,/,1,4
RV,/school-structure/pre-primary-school/,/borivali/admissions/,1,32
NV,/school-structure/pre-primary-school/,/oshiwara/,1,9
NV,/school-structure/pre-primary-school/,/oshiwara/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,23
NV,/school-structure/pre-primary-school/,/oshiwara/,1,20
RV,/school-structure/pre-primary-school/,/oshiwara/learning/structure/pre-primary-school/,1,98
NV,/school-structure/pre-primary-school/,/,1,1
RV,/school-structure/pre-primary-school/,/,1,53
RV,/school-structure/pre-primary-school/,/oshiwara/,1,870
RV,/school-structure/pre-primary-school/,/oshiwara/,1,0
RV,/school-structure/pre-primary-school/,/oshiwara/admissions/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/admissions/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,75
NV,/school-structure/pre-primary-school/,/oshiwara/,1,112
NV,/school-structure/pre-primary-school/,/oshiwara/,1,25
NV,/school-structure/pre-primary-school/,/oshiwara/,1,26
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,0
NV,/school-structure/pre-primary-school/,/oshiwara/,1,0
NV,/school-structure/pre-primary-school/,/,1,68
RV,/school-structure/pre-primary-school/,/borivali/,1,0
NV,/school-structure/pre-primary-school/,/borivali/,1,36
RV,/school-structure/pre-primary-school/,/oshiwara/,1,26
RV,/school-structure/pre-primary-school/,/oshiwara/,1,40
RV,/school-structure/pre-primary-school/,/oshiwara/,1,1
NV,/school-structure/pre-primary-school/,/parel/,1,57
RV,/school-structure/pre-primary-school/,/,1,1
RV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,113
RV,/school-structure/pre-primary-school/,/,1,1
NV,/school-structure/pre-primary-school/,/oshiwara/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,27
NV,/school-structure/pre-primary-school/,/category/borivali/,1,22
NV,/school-structure/pre-primary-school/,/,1,5
NV,/school-structure/pre-primary-school/,/,1,7
NV,/school-structure/pre-primary-school/,/,1,1
NV,/school-structure/pre-primary-school/,/,1,1
NV,/school-structure/pre-primary-school/,/,1,16
RV,/school-structure/pre-primary-school/,/,1,59
NV,/school-structure/pre-primary-school/,/,1,47
NV,/school-structure/pre-primary-school/,/,1,28
RV,/school-structure/pre-primary-school/,/parel/,1,7
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,2,151
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,43
RV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,12
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,0
RV,/school-structure/pre-primary-school/,/parel/,1,49
NV,/school-structure/pre-primary-school/,/parel/,1,10
NV,/school-structure/pre-primary-school/,/parel/,2,36
NV,/school-structure/pre-primary-school/,/parel/,1,4
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,1
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,36
NV,/school-structure/pre-primary-school/,/parel/admissions/,1,16
RV,/school-structure/pre-primary-school/,/school-structure/primary-school/,1,43
NV,/school-structure/pre-primary-school/,/,1,58
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,366
NV,/school-structure/pre-primary-school/,/oshiwara/admissions/,1,310
NV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,785
NV,/school-structure/pre-primary-school/,/parel/,1,12
NV,/school-structure/pre-primary-school/,/parel/,1,136
RV,/school-structure/pre-primary-school/,/parel/,1,0
NV,/school-structure/pre-primary-school/,/parel/,1,54
NV,/school-structure/pre-primary-school/,/parel/,1,0
RV,/school-structure/pre-primary-school/,/parel/admissions/,1,82
NV,/school-structure/pre-primary-school/,/school-structure/pre-primary-school/,1,0
NV,/school-structure/pre-primary-school/,/,1,254
NV,/school-structure/pre-primary-school/,/,1,19
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/,1,7
NV,/school-structure/pre-primary-school/,/,1,0
NV,/school-structure/pre-primary-school/,/borivali/admissions/,1,0
