User Type,Previous Page Path,Landing Page,Pageviews,Time on Page
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0ZqYXKAjjAmw_aL8ljvhvxIwwhopxt8odJUDe84CS-hpmcTEFa2DLb45o,1,18
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0zUJCA8qZozuNeaccy7-OFhGodZFKZhWZlsehnNA4Ttt90xlShuEDeV8c,1,1
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0zvfdK7O9YKFc-FaOaMdEmZOHRGYv5y9Qu5h2fMgcrP7p--eVvTSUA4CA,1,1667
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0ZvniGF2uYSdisPTL_1lxOxOiOG-RrmRPBDAaqmvj39BN_Ks5WRvk85v0,1,4
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0zwg7yTgLX5SecbmomYBb9HatOuim8Y2z0NX7xW-VuiLyCST1KHAY1y2o,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR0zz7K9ddEfkNclss64HJGHq6W7tpebGkshqu-fqSazesKEZMc3ueh95N8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_-oyyT3wFlpPnxiFpu5Nqk00_JegH1Qs1ZanpnI0Np6cnotGgEQcTQ5g,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_0X1C1x-sAjTcmFXIK0Ru1ZN0Ax6wuB4twHKjlJf3FgNaHUnwsAH_tAc,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_2J_Qi2-N9xFhw5vPXwCzlafcUTmOyvF8fuypQsA5F_144VMCOVWeNK4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_7V9H2NMslN58oSRckHT18o4g3UZkStccZN9zEGATjf-Dsa3l26lj2dY,1,20
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_8yV5SsS5wRjUlzYaMqjypMZNBpF5y0Xen1sxa27DZQlFA_wMQV8OPDg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_apxh87etDdWKNWwentKcaIYQm2gCNljGtq7iYckJM3RkCTyZWAg1oM8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_jPyX7IKUNBr1ohyvCgfSXZCHJy2cAzyMCB2jNxg4-6ZXU2n9SEvHbFU,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1_tIW4Xu9J6L9yWjk5rDsCh6aNBLkILib-f9RmBpYV8tIJG8xSluGy55k,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-03fpDPVg1vq0nxFfATG1I1aVLeGc3-vdTCa9kFBeo_eak7hvJKoh2DA,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-0cmoYjTvTe_v-0N8N966fgJBrqBw5jt2YmnzxX-MaoEX8ZfZd2PKRYk,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-2bPqQWHG1c312I1wDvwEmcCID2o7cyL9Puxh-CF5gyymyRaevvTa0yk,1,419
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-mZ34wGs4pfcbciF6MXXFIHHtcg6qAJt7MamfJ22m30FVHdKrKC-dh0g,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-n67jOJTgaZXjCpgAkCnmGeR5rmsFqqrqbk1f-0JvJAKgCckJJjeOcEQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-qopLw7KNdAsPtcnwW4WesAAFoAg5YO8ML-Ly1KWtFs_2leji7gucoBM,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-Qvv49lCUa07v18AyFRYwDe3w1zQJkZEorXc42_VONw0naWDokqhoFRI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1-U3omWdS0qqO51oqpBsC4g3SQ7dYJXn6JiuFsDw28SP7aXSXsDhvQcXY,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR102rspuVNtul3kSjSCzhIb1bwzeXVeav4UDC-umRrqWbgfA4bzx3lrjPc,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR108Rt21bgMktnmF0wXX5TGirhXRRzGDvgwK837Y56CSRSnHbSPsrQd94U,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR109ZvBYvHtqMnvn_BpdYKm4LWgKl4bhg-E7lvzfS4zupOsbm2eYM8pfJI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR10bq27OrAIwXNdNOZyA1-Biq9oJOSCy9UiqruGPaoGtj2K1pQM_muMdnM,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR10CwsMmq3v2_u-Y3KQ8jhvKXEoVbl9TMwLT4Df_VFBODETsecoTHtjHY0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR10It41f6xsIwsRt5QtIRoW28CkWxIQUjBARg4SqIONBJbpRkaOWdQgjsE,1,9
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR10qKgqOC_4VsbhhckoFhsD1wJMqqzdbRXB9XzxbXtl2LeMQkWuqj0SlFE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR10SYv4-lJ52OvFFCUj9YK8spNyDt_FV2UnA6BjwYsF6TC5762XqSB37Uk,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR114dsvNWt4VOJP4daLbNADsSoKbt8ao0dRpfIVegl2HTRG5HlH-vuFoYE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR118grBCwkonDAQrcEeK_i9JZ35eImY7Z5vXgR9d5WUchhhmKYdY1w_HO8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR11bcXFUOdMxgzEdbWrLpicasLORuV-lOQX2LgjXon82RJ1kv3STSpc0vI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR126nzTHMHkXnNsGjR9zv1SS9LivRyGFO_7V21LOtyV-CMlglkHnQy98vQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12eDRbTXNyxwDs3w9WQQOfuGd4EppbEbjq7QsIFZIpm4XbmeKAzzNplCQ,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12noVkUAbbxGLLVpjtKaOt9OM1jyxzV84XJMJjd-di4oZOFev9ef5zPwk,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12occy8I5CnLWVs2tJvAEm_PQZloASMRX0Cdgr0DwWL5lY9C3WkIXKhiw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12ORgYoM-cvTsS-AP6FSave7_48z3oI6gw6jcZq6GR4Zl-4syPqLIxGUE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12RSWoXXSFmzOpHNehYCUPMF2-nH3Tos2Z-DIGX6Zv1JmHwfRVMQhyIF0,1,52
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR12voOUiLJicVdHVmpqruifDN15MLqutDOkV3uwuwiQtdQn_RL0KBJHE7w,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR13FVBhJgL7lRh3S0oaQTDVaKXM1h5kgf_nbpocfUGMMYaANMUU4KbP4pE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR13NVYeG1j1f6EQZrG3ajQRdau5lGlEdNOqL4JPaMsr4ZX6zrjc9Gp0dBE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR13V07M-PHObJubj1mlImCM1iqomikOItLFS4IR6MID-HAh0mqiLgI7X9o,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR13XCVsm0TjETMiW_wjlxCDPGNEnTSJKA7zApFcaLyVlQwVoIbFJoOP1FA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR13XDyxS05Doq-QnOKe9WSygn1Vdy0axJYb2SySOPpyzBD52gAbtkQPs0U,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14EYtW9kd_Tzx-Hy2mBzdkwnCDVcZ-aonBS4kjBJF_WieHVt23wqPEnHQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14NnQb9-R5fgBfm-AxYdCULR4Kc5nDUWxJZc_Y8gt0Ocy8Nh4zlLRY3bg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14qaEn8XOVuTFysVsWxGfv6ZQsGJRMWG1p08X7wJeSdPxkBYbG2Mnn4Yw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14qBsVSOUFNqAGyD90qLWX76z1-HkW6TbAeyX26Tmn3gNF5XCvxka-Kfw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14qH3uC8fZ3D0GQNuN5jWYif8johHAjU-R1_U2ZLiZ00jDEGkttab0hm0,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14yLShXKZ_sr5KFa5oZ6Un8PGzENJLiAW5Q-6M6Xq9-IE5ntXMgS14EXI,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR14zl95UfHY7IQiZdFdPzlIMkKmjKsSZyafFjNBMfrslm2mBHMDq7mBGH0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1515x2zRt_-ZuviHR853chBvUd5qLKm6-Ak-YIU1KcyxINVDJhzE5Eol0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR15EjKQ6YNF1j2J6s0BSzW6Jb9Mk21oyDo4LAINBaQN-hL3ZMwIq3Y1PF4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR16E2wI4SoIbOWZnxgY9VFDFcL5OGlqs-9H9QSPMDcE50CETWJjCsr_CLE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR16gWmmvaIawF9YrL0SjJehujAbZj2l-9KSKmzVjOzkdqw_Tpu48EXfnp8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR16LBZkAWTM4uwj144z6F9fhwy_BeMOl8OWtPBw2GK_EPW0HT9ThUIx3uI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR16Q1GDSAwUb3yhGDj_rJhmGkxxoY5-9VHpri4YGaMkMZYX5BZFmu8uQGg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR16R_dINntEr5q9CAcC2hj-5pfgk1-79TZ7K4z8Xg9dO_KgFiLOfn7DXro,1,1
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR178MPkpmf3s48McFuQJuMY_NibwUGlK4t4dGC2QqK-q832xj2JG50hyMA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17b9pzXTGZmotuDYvVITjbH_CHYAXcdmL9La1GUCZos7COLNjPEGqSQy8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17bIQt2p02rj4m0ki-Xlq-pxK5DNZ08pR9BIo4L3oRAL5mAU70Q_BtrR4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17E7WAAHpwRRHn7YItZzWQzQfwwLdgZ2a5_X1Tx33-Xe233jOnM6kxeDc,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17lHJdvC8kewQG7TvHh63tYKpLg__GbIpT3MfeG3dr-WG5OpwDA0AumNA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17OrlYpAEZICAdiLqp0CxanlQSHO-eSvv0pmO8jJgkPZ2ckfNG1qNc4CA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17rwo1MstdD3Tv9P0BkrBsGIE6io_pMDQCpRWk8nS6qdzh3PlO79OiLEc,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17rwo1MstdD3Tv9P0BkrBsGIE6io_pMDQCpRWk8nS6qdzh3PlO79OiLEc,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR17z5D20aBkA1_cEA3zHQrDcDAv6zn3CRP5KDNnkyLiskzwWLU64pgWU8w,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR185ZppIR1sjCV-h9N9dd2XiZ8ErXbXl6O2bMJPUw_i_hr6Vh4uCXnz7m4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR187u67RgqxxcQ1recISM42JvmN6aCDJfsHH31PGdAY1SeBJS22fp3TcPE,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18F5gr8ahh0u18nSom7d8BYJaneuFMyIfdnNfAl-JmjtH8D54DZXN_ISQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18gJseRD7c9FWv8yWTB27T6FYDRKnRuKbIkzLYGdgPmJintWlf7tnSoiA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18Jas72YT6RmxO10hqJLIw6FRL8lw575h4B0l6N7v_izytsaG2Eh231t0,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18Jas72YT6RmxO10hqJLIw6FRL8lw575h4B0l6N7v_izytsaG2Eh231t0,2,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18Jas72YT6RmxO10hqJLIw6FRL8lw575h4B0l6N7v_izytsaG2Eh231t0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18Jas72YT6RmxO10hqJLIw6FRL8lw575h4B0l6N7v_izytsaG2Eh231t0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18LFjB3R-ftqBekQMR9v6h9zEqDxe6OW7qdRU6BNYEwCLP2jF96l_6VBE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR18S8tb555gM6fsOkifR4IRr-JawNV2dKtN2KK_Pumg9-qgSiRSwo4Bc0s,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR196istH9kYseEDyHM9_TC56yGjSkeNRDtJMOlOMbjrFdoTi9W5sH1DxtA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR19iNiGC373EKdh3QSyCyPzj5MFUMLBgtTQp_x-0z3d_ubV4TodPRLXNQg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR19js5nKadV61p1BGPG8_9B4QzJ1Vg7tTz_H9wvZAGXNunfPtRR7CCHwz8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR19yyvNtLAmpAYBqdB2uXk2d7BmR09saHkbBa1vQAMbEUqOj6UExBX2a-s,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR19zwDBa8DKpvtqWANYznUNfzSiSIH0gWDGLlC0R-g_UhoKW65J819asYk,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1A3wCz3UJrR15FB4m0aEqkdoH4QlVW-Cn0d2I0pxrx0B4YkiDB9dZqlzw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1A73AIr1gcjG7K9jcI5a6QVZWoMA5CcvSzQ1S28Q3T0XrQiPgu-DQH7C8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1AfL2quqKt3ZwHrRdjFyL99gsuQgo0HTiKtEOeF6eIBuTwtpOSqUOlHj0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1AHkg20_8cxC-9ZmhC5f4ZzCFcbvFveScbWqgqQbNu9B7BzziKHhQ9b8I,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1ahsxaZP_7PAdwFCGG-ED81AHdd0grcXESGo6nZp9u6-8MncVB5otxIYI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1aRmfh0hGUnRzWsYUFjkdUzTqbgxJaFKkF0UzQtpPGFVp4yI6P6u8ipHQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1as6R9L8u_TWpEOUkIZ0g4-N-FxJ_W3REmMTs3qJar1BDB9wCLTZFImDw,2,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1Atqdj70Dau6OozyrjKBigx5nmESjuzViXO15-0wTQRisxPv6LuBVzBuE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1AUOsiBrcYSp2_zGkrWjqWZpvh7MQpk-s0i_XvZV2PNv9fIzJx8bhCmMA,1,62
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1AVqWKff0ycMN6UhTM81C5i8KDrv00jymNyr0z3hXnolZfGhLFeTvdz7g,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1Axs1IygYLWjlTZm97JqH8at1FPCic3Ujxu8-Ci6JXP7dMbonRlApfnjI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1b_QafAm46kKXmdHZ3LqruC3fmoFkNbwQ9kDf3ef6y041JBKh-G20ht78,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1b-hTYABdmLw9akG7D1Ez4B-wdTEUsFp_b7h-wrkL4ZryhwHx-N6Obhaw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1B3XblSfkJqtowamA-ottPwk-cWtujChk5K1so5eTqburr5R2CAvBUvAs,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1bcT-S5X2A7EA1ZYXaDNuORNqaQSPRCR9osTvEFZQ44SUJBOt6fpXwHPs,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1BD3vQq21pazOIEJRgR7nlX0UZ9UGscmDbxXt9TpWDp1WzOYWuAHhMEGo,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1bIUqqUU7Mo0MeJonpCYd8BK1smTrbGVuEqQTOtzwXurbQ14LpIbBlG7A,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1bK37ec-21ruIQlIJseqOcMijn7U8X14zirOhSF0vSGP4l-canPpe2PRY,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1bQr7Jsr4PBChhV5NdphPLh3Ah_v12RucITjZHDXC33XTi-Yq5htKbbGI,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1bsar-8Eqt9VmbDUNXSlarkd_I-cDi_C1yCCDMEOPfpo9yImlF2L8TE7Q,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1BUHtNUOiKwt-UOkjbbu9Hi4uz6WiP5R41kqUG_FAAmoeioi_ahNE6-8s,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1BwUwQf4cvQHeYB01F1JQGvNTXWn9ha6PWFc55ElAmLaJLg_60BGjYMlg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cArAo1JPOXetWL8TVAGIDj_FMNqAE5E5iUtAIcd0DAwAQ4t6odMmbJTs,1,200
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1ce0926PK2C0dScCFh0rUOrQBSHqTx3vjxFdw66Z23kf5iTeZynSD_zsI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cioIhkYQqghYMynZyy_PLqQY2hF_7HXvcwuNRwcWjfdnJvy-xVsfPbDI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cLsr0dQeyWXMXL7LLEd02HKFog-C2zS23BgjU0g2jY30VW63neKkMG3o,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cMghRdXMe8QhnQAEhfqBRjuQGAsIhqEy6zLod6H1lPDHceO0uuLYI8A4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cn3FRMc1rrlOjxLofqjLXTSwKC-mrlYnPtFz_pwrYNAQNjok8OQOgxLo,1,11
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1CoHIMRFNU0pDHyXbFiv72duXZNe69N3JVxox6TUARTQlnR9CmOKSe4a0,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cQB4x3FD04Rt1Z6929gYJWkvIMA2lkU_s6VWoKXgWo3Z4AO5-ZwoKe40,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cR0QRlXw_QJTsgTICt33TkbS8QbOOxe8Pr49pjhkHIN2CZD0k1M3G6Uk,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cUzlTpnm6Kw3cUX4qpIcLNMGAE4zwL2pwNZ3yohTghO-AtRuJrkut_gs,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cva0ow16i8KQtaYsveQY3r5cAVALBNUpTbPdTv7DnuPeredw1uQ50ock,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1cVl1KmAnPnChhEkBsBaIh8u0YTWCL6FGF9wvtTTpViJkwz5QL7hEQhK8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1D_kGJh5-TzIBN6ctS9JzR_GMBY8yjtRyOIAk7MStUhGcyRvFQKuUtfpQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1D-lS8tYwPeFB5h9nTtRtIQ-oSMj_blynxNTyv30jK8JfReNNAlSuGevU,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1D1Lwxou4V12Qq7yy7aVM7DyG08ujLSJM-c7Zh-9ZImj8nFQXco4ars6g,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1D33rdODMk0QPPbOYEbdPVexMW7c5cQioSZtublP_dahfHs4U2D7kYsv8,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1d95g2-hFUD3OEWJK2PYBF0fqKwZw1utbJaALNGkgxZRcGkyBfgUHhECI,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1dhXVUqYgUMRS6cpFYW68p6q0sSHWZG91z4s8UohEvZkSKFuuz3RrqyBA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1dnBb8mYKZmAYEl7y_UBD86_JtGcO4HYHPWOVwzJ1rdrqyD_mauqzb2xA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1dPJXnwuT6C33lXdBJYdTIWtBXSUdVSUNtIJ9utDMqU4NTmFjEUeAutjc,1,0
RV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1DrXi-bs02dwebblsvnGdWsnO-rhTwSJ1maB9d7lJI9OZdFYkDjd9pt3E,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1dVJSMQ9Bpi-IUGftDlhsKMt6HNm4co44tgGfm7YN4wvl_8FaRcxdePzg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1dwkj1yXOpqdqD2nsxVN4XSi3LTJ6r3e3J8sqIGAOZ99v6O_m_E2U4fbw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1e5YvJSC7RqIa-Qh1kyJsYEpKErxxZbBLcCx3XU_6BJt95FA6o1A0P5ZQ,1,12
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1e7x710m4PW0FL4oyYZj7KuSnvPB-vyH-DI0XtTskDe5fyQMMeiQa_zw4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1e9DcNHUm088lTFiVNdDJmuBKFH4J4UrMpTM1mJI0-8gaEVr2qVgWuCHY,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1e9DEceqGFBDZy4tgnz-c16FE06VO4byJShhBawCeXfELyCAiw3BesY8U,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1EAauf0C2_xXLbA0L0Xu3h9m4NzI5TTECpteNFCEC03vw96F7NLSMD0So,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1EbF3jlsKKJ7lK5UxvdWwal6pn1oen0HUrSLRPuXxKiYAnITUgm9A-Ifo,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1EbGaTMxuNq7sPrM3aPIABA4DVHUTnDcQcb9ti69IPhYVD4yBjvnOrMQQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1eJ7M_iQrMQSucy6LZW0d1fhpYyiVUTVHgEcJySxQrYzmQom4pTIF780I,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1eMaqXfJXo29kTXsK4wa0K14SNmYtO3FV0KDrfXtpe9Ymckb9bQlvzFyM,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1EMC6bD8q5ufbrQk8F1yiUajPyi1ahAQMGySlpfttZakrPhLJYqA2mjSE,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1emPZlVmvdRHFKO8IUqWTBJPnqM48qkWBop2OfTwc_H1lbj0sdlwxCGpM,1,7
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1ESXnQ2CN0P9vKjDT9MJt4KFy9c2-N-gwFDkAbYxBSJFIDJVi3vSQgn98,2,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1EVHyzSkNRzj9SZBmeH6zq1SiNbEC3KMGaB4asNBeueYQWpLPOKewcjWQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1F9IiYLwnOLLtPd-cwNlKmQ9wB1bL2dK0wRYFmY6n4lFGEl5GqUBaLYoI,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fCrTTBd90pNxbIJ3Ef9GGOWYp48w54SqDif0XBwqFve5rBfwWWwn33zA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fddVh1mWQisOiRPlBho1I0HEyv6gZIcizwaGHoMeh9uqTluPG9375o9o,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1Fdwn0Bp6YjIgXz95yPMpMnHbFX10nl9jvdbCXVRvGT5C1PHTVuqetv6w,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1FG6epEBf0ZtDj5bwuqQPQcq5nXMK6_UU8eWsQjakzYiOXwPYePI4nOxg,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fjuS9tWdsaTCyvbS-8CT2KOgZSBEU5YDYPLCEKAyWayTuvoIDWp7FteA,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1flmnmuH__e4dVT45vkaCOTR0fdrZ72Ars8f_1zuk0SujOxTlNmX2qtg4,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fOiVMX2-hDkaNowv5qWFI9dxa2r2nl7ZsrBdYEVTprSBcrXSVK0omN_s,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fpKtEIZPjO_fR3IkNyhDRkS2vTo1lji2BOASe3jrM1_-GRKLttPDCmWQ,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1fsOExs6PHW9cnz6a3gVgWLlT267lA9nzMltaG7xNl3PyxT_YvfBI8bMw,1,0
NV,*,/columbia-business-school/cbs-enquiry/?fbclid=IwAR1g0BmwK7DxFTltzLfkepxPrVhS3OO0mr0bxE4m83z75icUbTuNXH4JwV8,1,0
